metric,value,category,model
silhouette_batch_lung_spleen_gse319044,0.0007392331929028865,per_study,immune_baseline_small_klw5
silhouette_label,0.04271738538330157,global,immune_baseline_large_klw5
silhouette_batch,-0.03502975625007735,global,immune_baseline_large_klw5
ARI_leiden_vs_label,0.14261558519281925,global,immune_baseline_large_klw5
NMI_leiden_vs_label,0.5480603440396877,global,immune_baseline_large_klw5
iLISI_median,8.497684854161388,global,immune_baseline_large_klw5
iLISI_mean,10.454132783873092,global,immune_baseline_large_klw5
cLISI_median,1.1831568533655097,global,immune_baseline_large_klw5
cLISI_mean,1.4474236317652982,global,immune_baseline_large_klw5
LISI_subsample_n,32826.0,global,immune_baseline_large_klw5
silhouette_batch_bone_marrow,-0.033911948041635546,per_study,immune_baseline_large_klw5
silhouette_batch_crohns_pbmc,-0.015122246954222738,per_study,immune_baseline_large_klw5
silhouette_batch_lung_spleen_gse319044,-0.0013147630081495234,per_study,immune_baseline_large_klw5
silhouette_label,0.05158658255323735,global,immune_burst_vbs2_int1_small_klw5
silhouette_batch,-0.034559386791790485,global,immune_burst_vbs2_int1_small_klw5
ARI_leiden_vs_label,0.1446213856047484,global,immune_burst_vbs2_int1_small_klw5
NMI_leiden_vs_label,0.552909234868572,global,immune_burst_vbs2_int1_small_klw5
iLISI_median,7.024236079966479,global,immune_burst_vbs2_int1_small_klw5
iLISI_mean,8.882203418994159,global,immune_burst_vbs2_int1_small_klw5
cLISI_median,1.1501404366465062,global,immune_burst_vbs2_int1_small_klw5
cLISI_mean,1.411678897350225,global,immune_burst_vbs2_int1_small_klw5
LISI_subsample_n,32826.0,global,immune_burst_vbs2_int1_small_klw5
silhouette_batch_bone_marrow,-0.033767902961890875,per_study,immune_burst_vbs2_int1_small_klw5
silhouette_batch_crohns_pbmc,-0.003963957924017304,per_study,immune_burst_vbs2_int1_small_klw5
silhouette_batch_lung_spleen_gse319044,-0.00011362904252928274,per_study,immune_burst_vbs2_int1_small_klw5
silhouette_label,0.0577791239217025,global,immune_burst_vbs2_int1_large_klw5
silhouette_batch,-0.04149333699915958,global,immune_burst_vbs2_int1_large_klw5
ARI_leiden_vs_label,0.14528482674858553,global,immune_burst_vbs2_int1_large_klw5
NMI_leiden_vs_label,0.5536874795595619,global,immune_burst_vbs2_int1_large_klw5
iLISI_median,7.502035346090202,global,immune_burst_vbs2_int1_large_klw5
iLISI_mean,9.320902537320542,global,immune_burst_vbs2_int1_large_klw5
cLISI_median,1.1534004610450235,global,immune_burst_vbs2_int1_large_klw5
cLISI_mean,1.4146407839945672,global,immune_burst_vbs2_int1_large_klw5
LISI_subsample_n,32826.0,global,immune_burst_vbs2_int1_large_klw5
silhouette_batch_bone_marrow,-0.03709311790040632,per_study,immune_burst_vbs2_int1_large_klw5
silhouette_batch_crohns_pbmc,-0.0056897225310772815,per_study,immune_burst_vbs2_int1_large_klw5
silhouette_batch_lung_spleen_gse319044,-0.0031422765867205014,per_study,immune_burst_vbs2_int1_large_klw5
silhouette_label,0.009465820958342995,global,immune_diag_baseline_hilatent
silhouette_batch,-0.011129323120515833,global,immune_diag_baseline_hilatent
ARI_leiden_vs_label,0.274284554789043,global,immune_diag_baseline_hilatent
NMI_leiden_vs_label,0.5563752131736706,global,immune_diag_baseline_hilatent
iLISI_median,10.990698795387592,global,immune_diag_baseline_hilatent
iLISI_mean,11.78526311160133,global,immune_diag_baseline_hilatent
cLISI_median,2.3223464278394514,global,immune_diag_baseline_hilatent
cLISI_mean,2.6022424380353177,global,immune_diag_baseline_hilatent
LISI_subsample_n,32826.0,global,immune_diag_baseline_hilatent
silhouette_batch_bone_marrow,-0.012365793787880167,per_study,immune_diag_baseline_hilatent
silhouette_batch_crohns_pbmc,-0.003488713854157527,per_study,immune_diag_baseline_hilatent
silhouette_batch_lung_spleen_gse319044,-0.0014074827829790948,per_study,immune_diag_baseline_hilatent
silhouette_label,0.017583136940154207,global,immune_diag_baseline_hihidden
silhouette_batch,-0.0032952482796873754,global,immune_diag_baseline_hihidden
ARI_leiden_vs_label,0.2458619279931523,global,immune_diag_baseline_hihidden
NMI_leiden_vs_label,0.5900795646924581,global,immune_diag_baseline_hihidden
iLISI_median,10.750161407159279,global,immune_diag_baseline_hihidden
iLISI_mean,12.197170898652471,global,immune_diag_baseline_hihidden
cLISI_median,1.5596415106339914,global,immune_diag_baseline_hihidden
cLISI_mean,1.8076378996630271,global,immune_diag_baseline_hihidden
LISI_subsample_n,32826.0,global,immune_diag_baseline_hihidden
silhouette_batch_bone_marrow,-0.010726460154294244,per_study,immune_diag_baseline_hihidden
silhouette_batch_crohns_pbmc,0.0025674962069741646,per_study,immune_diag_baseline_hihidden
silhouette_batch_lung_spleen_gse319044,0.009198877627319893,per_study,immune_diag_baseline_hihidden
silhouette_label,0.007677083339956523,global,immune_diag_burst_hilatent
silhouette_batch,-0.006917028105373035,global,immune_diag_burst_hilatent
ARI_leiden_vs_label,0.2526448232101353,global,immune_diag_burst_hilatent
NMI_leiden_vs_label,0.5754376153219309,global,immune_diag_burst_hilatent
iLISI_median,10.600225135965388,global,immune_diag_burst_hilatent
iLISI_mean,11.515917654838793,global,immune_diag_burst_hilatent
cLISI_median,2.0850085463500116,global,immune_diag_burst_hilatent
cLISI_mean,2.392264910956106,global,immune_diag_burst_hilatent
LISI_subsample_n,32826.0,global,immune_diag_burst_hilatent
silhouette_batch_bone_marrow,-0.010640243425816152,per_study,immune_diag_burst_hilatent
silhouette_batch_crohns_pbmc,-0.0020616878296423453,per_study,immune_diag_burst_hilatent
silhouette_batch_lung_spleen_gse319044,0.0008080119417468648,per_study,immune_diag_burst_hilatent
silhouette_label,0.011753242361145647,global,immune_diag_burst_hihidden
silhouette_batch,-0.0031440904872431304,global,immune_diag_burst_hihidden
ARI_leiden_vs_label,0.25134868589230575,global,immune_diag_burst_hihidden
NMI_leiden_vs_label,0.592018528573771,global,immune_diag_burst_hihidden
iLISI_median,10.983724977902924,global,immune_diag_burst_hihidden
iLISI_mean,12.169966970298074,global,immune_diag_burst_hihidden
cLISI_median,1.623176750594277,global,immune_diag_burst_hihidden
cLISI_mean,1.8780501787963304,global,immune_diag_burst_hihidden
LISI_subsample_n,32826.0,global,immune_diag_burst_hihidden
silhouette_batch_bone_marrow,-0.007919530887061132,per_study,immune_diag_burst_hihidden
silhouette_batch_crohns_pbmc,0.002446181768111288,per_study,immune_diag_burst_hihidden
silhouette_batch_lung_spleen_gse319044,0.00940575010255887,per_study,immune_diag_burst_hihidden
silhouette_label,0.04531276216675004,global,immune_zsparse_baseline_small
silhouette_batch,-0.1383228713103513,global,immune_zsparse_baseline_small
ARI_leiden_vs_label,0.1241993348609057,global,immune_zsparse_baseline_small
NMI_leiden_vs_label,0.5232514501098124,global,immune_zsparse_baseline_small
iLISI_median,6.855556372166064,global,immune_zsparse_baseline_small
iLISI_mean,9.332535922682254,global,immune_zsparse_baseline_small
cLISI_median,1.116912617643518,global,immune_zsparse_baseline_small
cLISI_mean,1.3828893827741209,global,immune_zsparse_baseline_small
LISI_subsample_n,32826.0,global,immune_zsparse_baseline_small
silhouette_batch_bone_marrow,-0.08971903096778788,per_study,immune_zsparse_baseline_small
silhouette_batch_crohns_pbmc,-0.1060166622044736,per_study,immune_zsparse_baseline_small
silhouette_batch_lung_spleen_gse319044,-0.04695787356998452,per_study,immune_zsparse_baseline_small
silhouette_label,0.008759457065996217,global,immune_zsparse_baseline_large
silhouette_batch,-0.13017680668978066,global,immune_zsparse_baseline_large
ARI_leiden_vs_label,0.12366059951583079,global,immune_zsparse_baseline_large
NMI_leiden_vs_label,0.5194728402944263,global,immune_zsparse_baseline_large
iLISI_median,6.676925968767644,global,immune_zsparse_baseline_large
iLISI_mean,9.215810426754869,global,immune_zsparse_baseline_large
cLISI_median,1.1535672176962524,global,immune_zsparse_baseline_large
cLISI_mean,1.4073500606858207,global,immune_zsparse_baseline_large
LISI_subsample_n,32826.0,global,immune_zsparse_baseline_large
silhouette_batch_bone_marrow,-0.08820509826023436,per_study,immune_zsparse_baseline_large
silhouette_batch_crohns_pbmc,-0.11581971549087643,per_study,immune_zsparse_baseline_large
silhouette_batch_lung_spleen_gse319044,-0.03590097773249571,per_study,immune_zsparse_baseline_large
silhouette_label,0.016755668171623352,global,immune_zsparse_burst_small
silhouette_batch,-0.14960718594537306,global,immune_zsparse_burst_small
ARI_leiden_vs_label,0.11294964175631114,global,immune_zsparse_burst_small
NMI_leiden_vs_label,0.5035793772421178,global,immune_zsparse_burst_small
iLISI_median,7.118432025916346,global,immune_zsparse_burst_small
iLISI_mean,9.430582809398889,global,immune_zsparse_burst_small
cLISI_median,1.181780978419945,global,immune_zsparse_burst_small
cLISI_mean,1.4399760954753034,global,immune_zsparse_burst_small
LISI_subsample_n,32826.0,global,immune_zsparse_burst_small
silhouette_batch_bone_marrow,-0.09446278028552021,per_study,immune_zsparse_burst_small
silhouette_batch_crohns_pbmc,-0.11736733576349266,per_study,immune_zsparse_burst_small
silhouette_batch_lung_spleen_gse319044,-0.04564477765260705,per_study,immune_zsparse_burst_small
silhouette_label,0.019645211685612667,global,immune_zsparse_burst_large
silhouette_batch,-0.15574906868710583,global,immune_zsparse_burst_large
ARI_leiden_vs_label,0.1186525122529424,global,immune_zsparse_burst_large
NMI_leiden_vs_label,0.5132019670121806,global,immune_zsparse_burst_large
iLISI_median,6.918671177398595,global,immune_zsparse_burst_large
iLISI_mean,9.26504410075327,global,immune_zsparse_burst_large
cLISI_median,1.1997580723023415,global,immune_zsparse_burst_large
cLISI_mean,1.4349980661527997,global,immune_zsparse_burst_large
LISI_subsample_n,32826.0,global,immune_zsparse_burst_large
silhouette_batch_bone_marrow,-0.09817293483423126,per_study,immune_zsparse_burst_large
silhouette_batch_crohns_pbmc,-0.1431490109798082,per_study,immune_zsparse_burst_large
silhouette_batch_lung_spleen_gse319044,-0.0523459233182263,per_study,immune_zsparse_burst_large
silhouette_label,-0.004148925945379716,global,immune_zsparse_hsparse_baseline_small
silhouette_batch,-0.17434583136065157,global,immune_zsparse_hsparse_baseline_small
ARI_leiden_vs_label,0.11262958637623534,global,immune_zsparse_hsparse_baseline_small
NMI_leiden_vs_label,0.5049145867525925,global,immune_zsparse_hsparse_baseline_small
iLISI_median,7.765792022364642,global,immune_zsparse_hsparse_baseline_small
iLISI_mean,10.112282342017602,global,immune_zsparse_hsparse_baseline_small
cLISI_median,1.1840535564817711,global,immune_zsparse_hsparse_baseline_small
cLISI_mean,1.4373351571932902,global,immune_zsparse_hsparse_baseline_small
LISI_subsample_n,32826.0,global,immune_zsparse_hsparse_baseline_small
silhouette_batch_bone_marrow,-0.10587283990515166,per_study,immune_zsparse_hsparse_baseline_small
silhouette_batch_crohns_pbmc,-0.11077121647733934,per_study,immune_zsparse_hsparse_baseline_small
silhouette_batch_lung_spleen_gse319044,-0.07106879006415559,per_study,immune_zsparse_hsparse_baseline_small
silhouette_label,0.0241329661854693,global,immune_zsparse_hsparse_baseline_large
silhouette_batch,-0.169420631579256,global,immune_zsparse_hsparse_baseline_large
ARI_leiden_vs_label,0.11266043158256785,global,immune_zsparse_hsparse_baseline_large
NMI_leiden_vs_label,0.49966296436039853,global,immune_zsparse_hsparse_baseline_large
iLISI_median,7.089397900058511,global,immune_zsparse_hsparse_baseline_large
iLISI_mean,9.623420409812963,global,immune_zsparse_hsparse_baseline_large
cLISI_median,1.249816537944752,global,immune_zsparse_hsparse_baseline_large
cLISI_mean,1.4804907421259925,global,immune_zsparse_hsparse_baseline_large
LISI_subsample_n,32826.0,global,immune_zsparse_hsparse_baseline_large
silhouette_batch_bone_marrow,-0.10287597958029439,per_study,immune_zsparse_hsparse_baseline_large
silhouette_batch_crohns_pbmc,-0.13211954253443767,per_study,immune_zsparse_hsparse_baseline_large
silhouette_batch_lung_spleen_gse319044,-0.052566989102575214,per_study,immune_zsparse_hsparse_baseline_large
silhouette_label,0.009738780726809337,global,immune_zsparse_hsparse_burst_small
silhouette_batch,-0.14602465624185088,global,immune_zsparse_hsparse_burst_small
ARI_leiden_vs_label,0.11156007266933878,global,immune_zsparse_hsparse_burst_small
NMI_leiden_vs_label,0.5053057157173592,global,immune_zsparse_hsparse_burst_small
iLISI_median,6.991428340765678,global,immune_zsparse_hsparse_burst_small
iLISI_mean,9.489049398985605,global,immune_zsparse_hsparse_burst_small
cLISI_median,1.1835387624505165,global,immune_zsparse_hsparse_burst_small
cLISI_mean,1.4340154501717945,global,immune_zsparse_hsparse_burst_small
LISI_subsample_n,32826.0,global,immune_zsparse_hsparse_burst_small
silhouette_batch_bone_marrow,-0.09348260206575308,per_study,immune_zsparse_hsparse_burst_small
silhouette_batch_crohns_pbmc,-0.11397867957135613,per_study,immune_zsparse_hsparse_burst_small
silhouette_batch_lung_spleen_gse319044,-0.06243208475394722,per_study,immune_zsparse_hsparse_burst_small
silhouette_label,0.03559201030103496,global,immune_zsparse_hsparse_burst_large
silhouette_batch,-0.1454592115233649,global,immune_zsparse_hsparse_burst_large
ARI_leiden_vs_label,0.1184649599256227,global,immune_zsparse_hsparse_burst_large
NMI_leiden_vs_label,0.5187403100080514,global,immune_zsparse_hsparse_burst_large
iLISI_median,6.426246831352724,global,immune_zsparse_hsparse_burst_large
iLISI_mean,8.90848554303921,global,immune_zsparse_hsparse_burst_large
cLISI_median,1.1669000876316709,global,immune_zsparse_hsparse_burst_large
cLISI_mean,1.4082123612186084,global,immune_zsparse_hsparse_burst_large
LISI_subsample_n,32826.0,global,immune_zsparse_hsparse_burst_large
silhouette_batch_bone_marrow,-0.08901059571210515,per_study,immune_zsparse_hsparse_burst_large
silhouette_batch_crohns_pbmc,-0.12916248858770332,per_study,immune_zsparse_hsparse_burst_large
silhouette_batch_lung_spleen_gse319044,-0.043837781190924525,per_study,immune_zsparse_hsparse_burst_large
silhouette_label,0.025302058477673865,global,immune_zsparse_l1_baseline_small
silhouette_batch,-0.145467547839369,global,immune_zsparse_l1_baseline_small
ARI_leiden_vs_label,0.11919318327398094,global,immune_zsparse_l1_baseline_small
NMI_leiden_vs_label,0.5230708331042512,global,immune_zsparse_l1_baseline_small
iLISI_median,6.902503788800306,global,immune_zsparse_l1_baseline_small
iLISI_mean,9.386831646600736,global,immune_zsparse_l1_baseline_small
cLISI_median,1.0970770070940903,global,immune_zsparse_l1_baseline_small
cLISI_mean,1.3721735565018294,global,immune_zsparse_l1_baseline_small
LISI_subsample_n,32826.0,global,immune_zsparse_l1_baseline_small
silhouette_batch_bone_marrow,-0.09029540441606468,per_study,immune_zsparse_l1_baseline_small
silhouette_batch_crohns_pbmc,-0.10525870106400981,per_study,immune_zsparse_l1_baseline_small
silhouette_batch_lung_spleen_gse319044,-0.0532412052993031,per_study,immune_zsparse_l1_baseline_small
silhouette_label,0.009426406416058745,global,immune_zsparse_l1_baseline_large
silhouette_batch,-0.12383357879330506,global,immune_zsparse_l1_baseline_large
ARI_leiden_vs_label,0.12742358199427023,global,immune_zsparse_l1_baseline_large
NMI_leiden_vs_label,0.5243922557274804,global,immune_zsparse_l1_baseline_large
iLISI_median,6.165744273375525,global,immune_zsparse_l1_baseline_large
iLISI_mean,8.560456003801049,global,immune_zsparse_l1_baseline_large
cLISI_median,1.1367459774782738,global,immune_zsparse_l1_baseline_large
cLISI_mean,1.3931921993070346,global,immune_zsparse_l1_baseline_large
LISI_subsample_n,32826.0,global,immune_zsparse_l1_baseline_large
silhouette_batch_bone_marrow,-0.09000063926557758,per_study,immune_zsparse_l1_baseline_large
silhouette_batch_crohns_pbmc,-0.11544253824752472,per_study,immune_zsparse_l1_baseline_large
silhouette_batch_lung_spleen_gse319044,-0.03535541523336527,per_study,immune_zsparse_l1_baseline_large
silhouette_label,0.025478373593762208,global,immune_zsparse_l1_burst_small
silhouette_batch,-0.1404898608219834,global,immune_zsparse_l1_burst_small
ARI_leiden_vs_label,0.11268188892841277,global,immune_zsparse_l1_burst_small
NMI_leiden_vs_label,0.5107185393357503,global,immune_zsparse_l1_burst_small
iLISI_median,6.826583365633942,global,immune_zsparse_l1_burst_small
iLISI_mean,9.287786203726323,global,immune_zsparse_l1_burst_small
cLISI_median,1.1612720029701638,global,immune_zsparse_l1_burst_small
cLISI_mean,1.407141122287237,global,immune_zsparse_l1_burst_small
LISI_subsample_n,32826.0,global,immune_zsparse_l1_burst_small
silhouette_batch_bone_marrow,-0.09379800319719582,per_study,immune_zsparse_l1_burst_small
silhouette_batch_crohns_pbmc,-0.10977800502968983,per_study,immune_zsparse_l1_burst_small
silhouette_batch_lung_spleen_gse319044,-0.05126722766613069,per_study,immune_zsparse_l1_burst_small
silhouette_label,0.019059440220207932,global,immune_zsparse_l1_burst_large
silhouette_batch,-0.15886045211385633,global,immune_zsparse_l1_burst_large
ARI_leiden_vs_label,0.12962646337482345,global,immune_zsparse_l1_burst_large
NMI_leiden_vs_label,0.5228809780299916,global,immune_zsparse_l1_burst_large
iLISI_median,6.447882492908939,global,immune_zsparse_l1_burst_large
iLISI_mean,8.99053648171369,global,immune_zsparse_l1_burst_large
cLISI_median,1.1668207199231118,global,immune_zsparse_l1_burst_large
cLISI_mean,1.412849329893004,global,immune_zsparse_l1_burst_large
LISI_subsample_n,32826.0,global,immune_zsparse_l1_burst_large
silhouette_batch_bone_marrow,-0.09772599784033457,per_study,immune_zsparse_l1_burst_large
silhouette_batch_crohns_pbmc,-0.1458064016008686,per_study,immune_zsparse_l1_burst_large
silhouette_batch_lung_spleen_gse319044,-0.04068840783045694,per_study,immune_zsparse_l1_burst_large
silhouette_label,0.06015261916645217,global,immune_integration_rna_scvi_baseline_v2
silhouette_batch,-0.036327749453966086,global,immune_integration_rna_scvi_baseline_v2
ARI_leiden_vs_label,0.12210328315092031,global,immune_integration_rna_scvi_baseline_v2
NMI_leiden_vs_label,0.5522962336056152,global,immune_integration_rna_scvi_baseline_v2
iLISI_median,6.499113498225945,global,immune_integration_rna_scvi_baseline_v2
iLISI_mean,8.56486943418633,global,immune_integration_rna_scvi_baseline_v2
cLISI_median,1.0954583643565377,global,immune_integration_rna_scvi_baseline_v2
cLISI_mean,1.3366610389774758,global,immune_integration_rna_scvi_baseline_v2
LISI_subsample_n,32826.0,global,immune_integration_rna_scvi_baseline_v2
silhouette_batch_bone_marrow,-0.03935249312623128,per_study,immune_integration_rna_scvi_baseline_v2
silhouette_batch_crohns_pbmc,-0.010623973256283411,per_study,immune_integration_rna_scvi_baseline_v2
silhouette_batch_lung_spleen_gse319044,0.005066514360991234,per_study,immune_integration_rna_scvi_baseline_v2
silhouette_label,0.04338842972754873,global,immune_baseline_large_klw0_ld_bs2k
silhouette_batch,-0.038892425224753814,global,immune_baseline_large_klw0_ld_bs2k
ARI_leiden_vs_label,0.132351650061761,global,immune_baseline_large_klw0_ld_bs2k
NMI_leiden_vs_label,0.5412661096930492,global,immune_baseline_large_klw0_ld_bs2k
iLISI_median,9.779091221694365,global,immune_baseline_large_klw0_ld_bs2k
iLISI_mean,11.501501028732173,global,immune_baseline_large_klw0_ld_bs2k
cLISI_median,1.1911745078212845,global,immune_baseline_large_klw0_ld_bs2k
cLISI_mean,1.4555771087923044,global,immune_baseline_large_klw0_ld_bs2k
LISI_subsample_n,32826.0,global,immune_baseline_large_klw0_ld_bs2k
silhouette_batch_bone_marrow,-0.036643290206633386,per_study,immune_baseline_large_klw0_ld_bs2k
silhouette_batch_crohns_pbmc,-0.01799603918499926,per_study,immune_baseline_large_klw0_ld_bs2k
silhouette_batch_lung_spleen_gse319044,-0.00812228533666043,per_study,immune_baseline_large_klw0_ld_bs2k
silhouette_label,0.05030498120653032,global,immune_baseline_large_klw5_ld
silhouette_batch,-0.042196998778880696,global,immune_baseline_large_klw5_ld
ARI_leiden_vs_label,0.14135220720089245,global,immune_baseline_large_klw5_ld
NMI_leiden_vs_label,0.5446767615961983,global,immune_baseline_large_klw5_ld
iLISI_median,8.882820895710488,global,immune_baseline_large_klw5_ld
iLISI_mean,10.740763472967359,global,immune_baseline_large_klw5_ld
cLISI_median,1.180158465750371,global,immune_baseline_large_klw5_ld
cLISI_mean,1.4440718734541726,global,immune_baseline_large_klw5_ld
LISI_subsample_n,32826.0,global,immune_baseline_large_klw5_ld
silhouette_batch_bone_marrow,-0.036543703092452966,per_study,immune_baseline_large_klw5_ld
silhouette_batch_crohns_pbmc,-0.0205131471316449,per_study,immune_baseline_large_klw5_ld
silhouette_batch_lung_spleen_gse319044,-0.0037532954759167026,per_study,immune_baseline_large_klw5_ld
silhouette_label,0.03794978228266065,global,immune_baseline_large_klw5_ld_bs2k
silhouette_batch,-0.04527536766021213,global,immune_baseline_large_klw5_ld_bs2k
ARI_leiden_vs_label,0.13831774736844576,global,immune_baseline_large_klw5_ld_bs2k
NMI_leiden_vs_label,0.5363863277181186,global,immune_baseline_large_klw5_ld_bs2k
iLISI_median,10.958294333893054,global,immune_baseline_large_klw5_ld_bs2k
iLISI_mean,12.471258801884272,global,immune_baseline_large_klw5_ld_bs2k
cLISI_median,1.2523888619686259,global,immune_baseline_large_klw5_ld_bs2k
cLISI_mean,1.503552905596694,global,immune_baseline_large_klw5_ld_bs2k
LISI_subsample_n,32826.0,global,immune_baseline_large_klw5_ld_bs2k
silhouette_batch_bone_marrow,-0.040981678330564354,per_study,immune_baseline_large_klw5_ld_bs2k
silhouette_batch_crohns_pbmc,-0.023711350469390657,per_study,immune_baseline_large_klw5_ld_bs2k
silhouette_batch_lung_spleen_gse319044,-0.009234103845385718,per_study,immune_baseline_large_klw5_ld_bs2k
silhouette_label,0.010991366695487703,global,immune_baseline_large_noklz_klw5
silhouette_batch,-0.02536059866949663,global,immune_baseline_large_noklz_klw5
ARI_leiden_vs_label,0.18905548023871172,global,immune_baseline_large_noklz_klw5
NMI_leiden_vs_label,0.5621303655608385,global,immune_baseline_large_noklz_klw5
iLISI_median,9.50238684248789,global,immune_baseline_large_noklz_klw5
iLISI_mean,10.801950148850924,global,immune_baseline_large_noklz_klw5
cLISI_median,1.216061998795242,global,immune_baseline_large_noklz_klw5
cLISI_mean,1.4554698428169777,global,immune_baseline_large_noklz_klw5
LISI_subsample_n,32826.0,global,immune_baseline_large_noklz_klw5
silhouette_batch_bone_marrow,-0.012413716022726774,per_study,immune_baseline_large_noklz_klw5
silhouette_batch_crohns_pbmc,-0.012147643229057597,per_study,immune_baseline_large_noklz_klw5
silhouette_batch_lung_spleen_gse319044,0.0050660724889883164,per_study,immune_baseline_large_noklz_klw5
silhouette_label,0.02825988138946883,global,immune_baseline_small_noklz_klw5
silhouette_batch,-0.03194245986529339,global,immune_baseline_small_noklz_klw5
ARI_leiden_vs_label,0.18392257788087865,global,immune_baseline_small_noklz_klw5
NMI_leiden_vs_label,0.5690719111528431,global,immune_baseline_small_noklz_klw5
iLISI_median,6.719045736710402,global,immune_baseline_small_noklz_klw5
iLISI_mean,8.917444055266243,global,immune_baseline_small_noklz_klw5
cLISI_median,1.1261187653655873,global,immune_baseline_small_noklz_klw5
cLISI_mean,1.3678158158125835,global,immune_baseline_small_noklz_klw5
LISI_subsample_n,32826.0,global,immune_baseline_small_noklz_klw5
silhouette_batch_bone_marrow,-0.019833535990906564,per_study,immune_baseline_small_noklz_klw5
silhouette_batch_crohns_pbmc,-0.013082926481826173,per_study,immune_baseline_small_noklz_klw5
silhouette_batch_lung_spleen_gse319044,0.01080340052542059,per_study,immune_baseline_small_noklz_klw5
silhouette_label,0.05168921821472341,global,immune_burst_vbs2_int1_large_klw0_ld_bs2k
silhouette_batch,-0.043101329256241404,global,immune_burst_vbs2_int1_large_klw0_ld_bs2k
ARI_leiden_vs_label,0.13376010094271082,global,immune_burst_vbs2_int1_large_klw0_ld_bs2k
NMI_leiden_vs_label,0.540989460089065,global,immune_burst_vbs2_int1_large_klw0_ld_bs2k
iLISI_median,8.191077696159603,global,immune_burst_vbs2_int1_large_klw0_ld_bs2k
iLISI_mean,9.892886081244843,global,immune_burst_vbs2_int1_large_klw0_ld_bs2k
cLISI_median,1.1761716246192622,global,immune_burst_vbs2_int1_large_klw0_ld_bs2k
cLISI_mean,1.4436786787685918,global,immune_burst_vbs2_int1_large_klw0_ld_bs2k
LISI_subsample_n,32826.0,global,immune_burst_vbs2_int1_large_klw0_ld_bs2k
silhouette_batch_bone_marrow,-0.038219940621082436,per_study,immune_burst_vbs2_int1_large_klw0_ld_bs2k
silhouette_batch_crohns_pbmc,-0.004292810072658318,per_study,immune_burst_vbs2_int1_large_klw0_ld_bs2k
silhouette_batch_lung_spleen_gse319044,-0.0042158170417795245,per_study,immune_burst_vbs2_int1_large_klw0_ld_bs2k
silhouette_label,0.039223098690364784,global,immune_burst_vbs2_int1_large_klw5_ld
silhouette_batch,-0.03486015032781042,global,immune_burst_vbs2_int1_large_klw5_ld
ARI_leiden_vs_label,0.14276997130685312,global,immune_burst_vbs2_int1_large_klw5_ld
NMI_leiden_vs_label,0.5447387974146467,global,immune_burst_vbs2_int1_large_klw5_ld
iLISI_median,8.831862608073383,global,immune_burst_vbs2_int1_large_klw5_ld
iLISI_mean,10.470284560379293,global,immune_burst_vbs2_int1_large_klw5_ld
cLISI_median,1.218677910306185,global,immune_burst_vbs2_int1_large_klw5_ld
cLISI_mean,1.4815510326818597,global,immune_burst_vbs2_int1_large_klw5_ld
LISI_subsample_n,32826.0,global,immune_burst_vbs2_int1_large_klw5_ld
silhouette_batch_bone_marrow,-0.032799491696704146,per_study,immune_burst_vbs2_int1_large_klw5_ld
silhouette_batch_crohns_pbmc,-0.005276780244168022,per_study,immune_burst_vbs2_int1_large_klw5_ld
silhouette_batch_lung_spleen_gse319044,-0.0037257467326169413,per_study,immune_burst_vbs2_int1_large_klw5_ld
silhouette_label,0.047626260888418245,global,immune_burst_vbs2_int1_large_klw5_ld_bs2k
silhouette_batch,-0.04105835255980133,global,immune_burst_vbs2_int1_large_klw5_ld_bs2k
ARI_leiden_vs_label,0.1424513588981339,global,immune_burst_vbs2_int1_large_klw5_ld_bs2k
NMI_leiden_vs_label,0.5434949786065754,global,immune_burst_vbs2_int1_large_klw5_ld_bs2k
iLISI_median,8.081831089818468,global,immune_burst_vbs2_int1_large_klw5_ld_bs2k
iLISI_mean,9.72938805008043,global,immune_burst_vbs2_int1_large_klw5_ld_bs2k
cLISI_median,1.1980693999750809,global,immune_burst_vbs2_int1_large_klw5_ld_bs2k
cLISI_mean,1.4633194494178787,global,immune_burst_vbs2_int1_large_klw5_ld_bs2k
LISI_subsample_n,32826.0,global,immune_burst_vbs2_int1_large_klw5_ld_bs2k
silhouette_batch_bone_marrow,-0.040579603857959556,per_study,immune_burst_vbs2_int1_large_klw5_ld_bs2k
silhouette_batch_crohns_pbmc,-0.0035970464697839583,per_study,immune_burst_vbs2_int1_large_klw5_ld_bs2k
silhouette_batch_lung_spleen_gse319044,-0.003813633371473898,per_study,immune_burst_vbs2_int1_large_klw5_ld_bs2k
silhouette_label,-0.10331582918143274,global,immune_horseshoe_ln_baseline_large_klw0
silhouette_batch,-0.16088031857768098,global,immune_horseshoe_ln_baseline_large_klw0
ARI_leiden_vs_label,0.06880277244388405,global,immune_horseshoe_ln_baseline_large_klw0
NMI_leiden_vs_label,0.41353712088897865,global,immune_horseshoe_ln_baseline_large_klw0
iLISI_median,20.49506697108807,global,immune_horseshoe_ln_baseline_large_klw0
iLISI_mean,19.942975284351206,global,immune_horseshoe_ln_baseline_large_klw0
cLISI_median,1.5041865638187852,global,immune_horseshoe_ln_baseline_large_klw0
cLISI_mean,1.7199083955278198,global,immune_horseshoe_ln_baseline_large_klw0
LISI_subsample_n,32826.0,global,immune_horseshoe_ln_baseline_large_klw0
silhouette_batch_bone_marrow,-0.1205835541170215,per_study,immune_horseshoe_ln_baseline_large_klw0
