gsm_id	sample_id	donor	modality	filename	data_type	url	size_mb	size_bytes	file_id	accession
B012-A-001	B012-A-001	B012	scATAC	B012-A-001_atac_fragments.tsv.gz	atac_fragment	https://datadryad.org/api/v2/files/2186511/download	1153.53	1153531408	2186511	10.5061/dryad.0zpc8672f
B012-A-001	B012-A-001	B012	scATAC	B012-A-001_atac_fragments.tsv.gz.tbi	atac_fragment_index	https://datadryad.org/api/v2/files/2186516/download	0.81	805857	2186516	10.5061/dryad.0zpc8672f
B012-A-002	B012-A-002	B012	scATAC	B012-A-002_atac_fragments.tsv.gz	atac_fragment	https://datadryad.org/api/v2/files/2186517/download	1348.63	1348627693	2186517	10.5061/dryad.0zpc8672f
B012-A-002	B012-A-002	B012	scATAC	B012-A-002_atac_fragments.tsv.gz.tbi	atac_fragment_index	https://datadryad.org/api/v2/files/2186514/download	0.86	862443	2186514	10.5061/dryad.0zpc8672f
B012-A-101	B012-A-101	B012	scATAC	B012-A-101_atac_fragments.tsv.gz	atac_fragment	https://datadryad.org/api/v2/files/2186515/download	2010.47	2010472403	2186515	10.5061/dryad.0zpc8672f
B012-A-101	B012-A-101	B012	scATAC	B012-A-101_atac_fragments.tsv.gz.tbi	atac_fragment_index	https://datadryad.org/api/v2/files/2186512/download	1.08	1083693	2186512	10.5061/dryad.0zpc8672f
B012-A-201	B012-A-201	B012	scATAC	B012-A-201_atac_fragments.tsv.gz	atac_fragment	https://datadryad.org/api/v2/files/2186513/download	2629.68	2629684720	2186513	10.5061/dryad.0zpc8672f
B012-A-201	B012-A-201	B012	scATAC	B012-A-201_atac_fragments.tsv.gz.tbi	atac_fragment_index	https://datadryad.org/api/v2/files/2186510/download	1.26	1263578	2186510	10.5061/dryad.0zpc8672f
B012-A-301	B012-A-301	B012	scATAC	B012-A-301_atac_fragments.tsv.gz	atac_fragment	https://datadryad.org/api/v2/files/2186519/download	3725.65	3725649814	2186519	10.5061/dryad.0zpc8672f
B012-A-301	B012-A-301	B012	scATAC	B012-A-301_atac_fragments.tsv.gz.tbi	atac_fragment_index	https://datadryad.org/api/v2/files/2186523/download	1.42	1417260	2186523	10.5061/dryad.0zpc8672f
B012-A-401	B012-A-401	B012	scATAC	B012-A-401_atac_fragments.tsv.gz	atac_fragment	https://datadryad.org/api/v2/files/2186525/download	2162.29	2162291617	2186525	10.5061/dryad.0zpc8672f
B012-A-401	B012-A-401	B012	scATAC	B012-A-401_atac_fragments.tsv.gz.tbi	atac_fragment_index	https://datadryad.org/api/v2/files/2186521/download	1.08	1080408	2186521	10.5061/dryad.0zpc8672f
B012-A-405	B012-A-405	B012	scATAC	B012-A-405_atac_fragments.tsv.gz	atac_fragment	https://datadryad.org/api/v2/files/2186524/download	3936.12	3936123778	2186524	10.5061/dryad.0zpc8672f
B012-A-405	B012-A-405	B012	scATAC	B012-A-405_atac_fragments.tsv.gz.tbi	atac_fragment_index	https://datadryad.org/api/v2/files/2186520/download	1.39	1394284	2186520	10.5061/dryad.0zpc8672f
B012-A-501	B012-A-501	B012	scATAC	B012-A-501_atac_fragments.tsv.gz	atac_fragment	https://datadryad.org/api/v2/files/2186522/download	3615.77	3615771112	2186522	10.5061/dryad.0zpc8672f
B012-A-501	B012-A-501	B012	scATAC	B012-A-501_atac_fragments.tsv.gz.tbi	atac_fragment_index	https://datadryad.org/api/v2/files/2186518/download	1.36	1364914	2186518	10.5061/dryad.0zpc8672f
META	META	META	scATAC	peak_matrix_metadata.csv	annotation	https://datadryad.org/api/v2/files/2186703/download	0.00	2007	2186703	10.5061/dryad.0zpc8672f
META	META	META	scATAC	README.md	annotation	https://datadryad.org/api/v2/files/2186706/download	0.00	4803	2186706	10.5061/dryad.0zpc8672f
META	META	META	scATAC	scATAC_multiome_cell_types_epithelial_colon.tsv	annotation	https://datadryad.org/api/v2/files/2186701/download	1.82	1816614	2186701	10.5061/dryad.0zpc8672f
META	META	META	scATAC	scATAC_multiome_cell_types_epithelial_duodenum.tsv	annotation	https://datadryad.org/api/v2/files/2186697/download	0.67	669868	2186697	10.5061/dryad.0zpc8672f
META	META	META	scATAC	scATAC_multiome_cell_types_epithelial_ileum.tsv	annotation	https://datadryad.org/api/v2/files/2186698/download	0.39	390434	2186698	10.5061/dryad.0zpc8672f
META	META	META	scATAC	scATAC_multiome_cell_types_epithelial_jejunum.tsv	annotation	https://datadryad.org/api/v2/files/2186696/download	1.24	1240988	2186696	10.5061/dryad.0zpc8672f
META	META	META	scATAC	scATAC_multiome_cell_types_immune.tsv	annotation	https://datadryad.org/api/v2/files/2186699/download	0.95	948738	2186699	10.5061/dryad.0zpc8672f
META	META	META	scATAC	scATAC_multiome_cell_types_stromal.tsv	annotation	https://datadryad.org/api/v2/files/2186700/download	1.72	1717031	2186700	10.5061/dryad.0zpc8672f
